fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2020-08-02,USD,77264000000,13840000000,8190000000,8190000000,5650000000,None,7446000000,6052000000,None,4285000000,1301000000,2984000000,39791000000,199000000,640000000,68000000,42079000000,64373000000,9075000000,None,1115000000,9075000000,9057000000,34549000000,33000000,5361000000,14436000000,34037000000,5361000000,1170000000,5776000000,12888000000,17671000000,31128000000,4750000000,313000000,DE
2020-05-03,USD,77326000000,15071000000,8900000000,8900000000,6171000000,None,7199000000,5685000000,None,4228000000,1311000000,2917000000,5503000000,192000000,626000000,11000000,-5336000000,65461000000,13000000,None,1077000000,13000000,8739000000,34825000000,26000000,4640000000,15819000000,34324000000,4640000000,1145000000,5680000000,11864000000,17690000000,30556000000,4713000000,313200000,DE
2020-02-02,USD,71821000000,10084000000,3602000000,3602000000,6482000000,None,7238000000,5900000000,None,4294000000,1349000000,2945000000,5304000000,217000000,609000000,None,-5643000000,59877000000,12000000,None,1070000000,12000000,7207000000,30989000000,23000000,4416000000,14424000000,30475000000,4416000000,None,5710000000,11926000000,17549000000,30129000000,4675000000,313500000,DE
2019-11-03,USD,73011000000,9832000000,3857000000,3857000000,5975000000,None,10270000000,5973000000,None,1380000000,1380000000,2917000000,5179000000,215000000,581000000,21000000,-5360000000,61580000000,31369000000,None,1010000000,None,7677000000,30229000000,None,4321000000,14424000000,None,4321000000,71000000,5953000000,11413000000,17474000000,29852000000,4642000000,314100000,DE
2019-07-28,USD,73530000000,10130000000,3383000000,3383000000,6747000000,None,12993000000,5798000000,None,4457000000,1444000000,3013000000,6645000000,219000000,565000000,53000000,-4982000000,61246000000,32022000000,None,1022000000,None,8259000000,29749000000,None,5048000000,16190000000,29242000000,5048000000,45000000,5781000000,12266000000,17121000000,29369000000,4599000000,315900000,DE
2019-04-28,USD,72730000000,10644600000,3484000000,3483700000,7161000000,None,11875400000,5757000000,None,4500800000,1475900000,3025000000,6080500000,234800000,545100000,99000000,-4765200000,60792000000,32554700000,None,1014000000,None,10161000000,28255400000,None,4702200000,16464000000,28255000000,4702200000,48000000,5733100000,11919000000,16739000000,28709000000,4559000000,317900000,DE
2019-01-27,USD,69918000000,11027600000,3626000000,3625700000,7402000000,None,11900200000,5785000000,None,4555100000,1507500000,3048000000,5771600000,211700000,523500000,59000000,-4594400000,58571000000,30735200000,None,956000000,None,9075500000,27855200000,None,4464000000,15201500000,27855000000,4464000000,64000000,5758900000,11328000000,16422000000,27816000000,4512000000,318500000,DE
2018-10-28,USD,70108000000,10052900000,3904000000,3904000000,6149000000,None,12036200000,5868000000,None,4663100000,1562400000,3101000000,4672700000,207300000,490100000,83000000,-4829400000,58803000000,31582800000,None,915000000,None,8621700000,27237400000,None,3957300000,1320000000,27237000000,3957300000,49000000,5751000000,11288000000,16312000000,27553000000,4474000000,320200000,DE
2018-07-29,USD,69390000000,10162600000,3923000000,3923300000,6239000000,None,11201700000,5638000000,None,4627300000,1580800000,3047000000,5348600000,198700000,300000,50000000,-4483700000,59010000000,32196000000,None,None,None,9339000000,26838000000,None,4527700000,570000000,26838000000,4527700000,52000000,6521900000,10356000000,15814000000,26272000000,4451000000,323500000,DE
2018-04-29,USD,69873000000,11090300000,4201400000,4201400000,6888900000,None,11443800000,5742900000,None,4880900000,1692200000,3188700000,5117700000,202100000,479300000,101000000,-4301100000,59438400000,33184000000,None,None,None,8456000000,26278600000,None,4401100000,617000000,26278600000,4401100000,28000000,7366100000,10410300000,15425900000,25586000000,4423400000,324200000,DE
2018-01-28,USD,66577500000,10529300000,3915100000,3915100000,6614200000,None,11326800000,5781200000,None,4771300000,1659500000,3111800000,5130300000,194000000,462300000,31000000,-4294000000,57298600000,30903000000,None,None,None,7759000000,26421800000,None,4428300000,539000000,26421800000,4428300000,124000000,7507100000,9252600000,15404300000,24571900000,4374000000,322800000,DE
2017-10-29,USD,65786000000,13239000000,9334900000,9334900000,3904100000,None,7039700000,5068000000,None,1251300000,218000000,1033000000,4792900000,182500000,451600000,108000000,-5953500000,56211800000,30338000000,None,None,None,4119000000,25891300000,None,4118700000,286000000,25891300000,4118700000,6141000000,7417900000,9557300000,15460800000,25301300000,4281000000,321600000,DE
2017-07-30,USD,62349900000,10790300000,6537400000,6537400000,4252900000,None,6346200000,4968500000,None,937800000,92000000,845800000,5570000000,220800000,426100000,32000000,-5801800000,53761000000,30104000000,None,None,None,4781000000,23674300000,None,4780900000,37559600000,23674300000,4780900000,95000000,8419600000,8572200000,15477300000,24984200000,4245100000,320800000,DE
2017-04-30,USD,58968800000,8640600000,4525800000,4525800000,4114800000,None,6248800000,4959900000,None,897000000,90800000,806200000,5043800000,215700000,546300000,60000000,2678100000,51261000000,19404100000,None,None,None,12188200000,23253100000,None,4224600000,12188200000,23253100000,4224600000,50000000,8333200000,7684700000,15521000000,24535800000,4165400000,319200000,DE
2017-01-29,USD,56296200000,7849600000,3890000000,3890000000,3959600000,None,6289700000,5030400000,None,904700000,95500000,809200000,4916800000,220900000,445500000,None,-5407900000,49446900000,26554000000,None,None,None,4220000000,22916600000,None,4220200000,11661800000,22916600000,4220200000,None,8270400000,6825100000,15569100000,23919600000,4079100000,316700000,DE
2016-10-30,USD,57918000000,39969900000,4335800000,4335800000,3340500000,None,18011500000,5171000000,None,104000000,104000000,816000000,None,23934900000,453500000,60000000,2822300000,51373700000,19154500000,None,None,None,10346500000,23703000000,None,5002500000,11908500000,23703000000,34106500000,5412000000,32034200000,6520000000,15677100000,23911300000,3912000000,316200000,DE
2021-09-30,USD,14111000000,7638000000,5899000000,5899000000,None,1445000000,6473000000,256000000,624000000,4998000000,1288000000,3710000000,None,None,None,294000000,757000000,9010000000,3386000000,244000000,2006000000,None,None,5624000000,508000000,4113000000,None,4113000000,4113000000,511000000,715000000,1845000000,13472000000,14772000000,294000000,241000000,SPGI
2021-06-30,USD,13398000000,6932000000,5213000000,5213000000,None,1421000000,6466000000,268000000,615000000,5030000000,1311000000,3719000000,None,None,None,298000000,722000000,8962000000,3315000000,210000000,2099000000,None,None,5647000000,496000000,4112000000,None,4112000000,4112000000,500000000,749000000,1265000000,13465000000,14237000000,294000000,241000000,SPGI
2021-03-31,USD,12830000000,6306000000,4500000000,4500000000,None,1509000000,6524000000,281000000,599000000,5045000000,1332000000,3713000000,None,None,None,297000000,719000000,8924000000,3403000000,241000000,2111000000,None,525000000,5521000000,525000000,4111000000,None,4111000000,4111000000,552000000,598000000,1032000000,13469000000,13920000000,294000000,240900000,SPGI
2020-12-31,USD,12537000000,5988000000,4108000000,4117000000,None,1593000000,6549000000,284000000,587000000,5087000000,1352000000,3735000000,None,None,9000000,278000000,684000000,9185000000,3587000000,233000000,2168000000,None,100000000,5775000000,644000000,4110000000,None,4110000000,4095000000,551000000,653000000,509000000,13461000000,13367000000,294000000,240600000,SPGI
2020-09-30,USD,11452000000,4841000000,3148000000,3148000000,None,1427000000,6611000000,298000000,651000000,5091000000,1376000000,3715000000,0,0,None,266000000,612000000,8443000000,2815000000,186000000,1720000000,None,None,5628000000,563000000,4110000000,None,4110000000,4110000000,438000000,693000000,442000000,13460000000,13368000000,294000000,240600000,SPGI
2020-06-30,USD,11105000000,4459000000,2667000000,2667000000,None,1557000000,6646000000,299000000,635000000,5107000000,1407000000,3700000000,0,0,None,218000000,614000000,8434000000,3040000000,186000000,1850000000,None,None,5394000000,578000000,3950000000,None,3950000000,3950000000,435000000,606000000,210000000,13331000000,13189000000,294000000,241000000,SPGI
2020-03-31,USD,10463000000,3695000000,1932000000,1932000000,None,1504000000,6768000000,309000000,623000000,5142000000,1439000000,3703000000,0,0,None,239000000,665000000,8389000000,2983000000,203000000,1897000000,104000000,None,5406000000,603000000,3949000000,104000000,3949000000,3949000000,501000000,596000000,2074000000,13329000000,12691000000,294000000,240900000,SPGI
2019-12-31,USD,11348000000,4712000000,2866000000,2894000000,None,1577000000,6636000000,320000000,622000000,4999000000,1424000000,3575000000,0,0,28000000,221000000,641000000,8544000000,3093000000,190000000,1928000000,112000000,None,5651000000,732000000,3948000000,112000000,3948000000,3900000000,461000000,624000000,479000000,12299000000,12205000000,294000000,244000000,SPGI
2019-09-30,USD,10188000000,3722000000,1996000000,1996000000,None,1486000000,6466000000,298000000,608000000,4942000000,1427000000,3515000000,0,0,None,217000000,566000000,7761000000,3373000000,188000000,1614000000,699000000,587000000,4388000000,615000000,3665000000,112000000,2966000000,4252000000,431000000,581000000,346000000,12153000000,12054000000,294000000,244400000,SPGI
2019-06-30,USD,10185000000,3694000000,1881000000,1881000000,None,1543000000,6491000000,280000000,623000000,4972000000,1453000000,3519000000,0,0,None,231000000,570000000,7725000000,2699000000,214000000,1709000000,109000000,None,5026000000,621000000,3664000000,109000000,3664000000,3664000000,419000000,511000000,512000000,11631000000,11710000000,294000000,246300000,SPGI
2019-03-31,USD,9720000000,3182000000,1403000000,1403000000,None,1539000000,5863000000,268000000,613000000,5025000000,1492000000,3533000000,0,0,None,207000000,570000000,7685000000,2655000000,217000000,None,None,110000000,4413000000,617000000,3663000000,110000000,3663000000,3663000000,415000000,523000000,327000000,11638000000,11532000000,294000000,246100000,SPGI
2018-12-31,USD,9441000000,3587000000,1917000000,1935000000,None,1449000000,5854000000,270000000,596000000,5059000000,1524000000,3535000000,0,0,18000000,162000000,525000000,7137000000,2630000000,211000000,1641000000,0,None,4525000000,None,3662000000,None,3662000000,3662000000,351000000,616000000,628000000,11041000000,11284000000,294000000,248400000,SPGI
2018-09-30,USD,9383000000,3628000000,2158000000,2158000000,None,1237000000,5755000000,275000000,586000000,4964000000,1420000000,3544000000,0,0,45000000,188000000,516000000,6940000000,2517000000,194000000,None,0,None,4423000000,None,3661000000,None,3661000000,3661000000,348000000,537000000,905000000,10704000000,11003000000,412000000,250900000,SPGI
2018-06-30,USD,9217000000,3468000000,1885000000,1885000000,None,1290000000,5749000000,273000000,574000000,4991000000,1453000000,3538000000,0,0,50000000,243000000,485000000,7150000000,2724000000,192000000,None,0,3660000000,4426000000,None,3660000000,3660000000,3660000000,3660000000,352000000,537000000,583000000,10536000000,10680000000,412000000,251100000,SPGI
2018-03-31,USD,8497000000,3284000000,1756000000,1756000000,None,1313000000,5213000000,270000000,569000000,4435000000,1390000000,3045000000,0,0,None,215000000,508000000,7079000000,3135000000,196000000,1679000000,400000000,400000000,3944000000,None,3170000000,400000000,3170000000,3570000000,483000000,539000000,7000000,10537000000,10427000000,412000000,252400000,SPGI
2017-12-31,USD,9425000000,4324000000,2777000000,2789000000,None,1319000000,5101000000,275000000,554000000,4377000000,1388000000,2989000000,0,0,12000000,226000000,449000000,7307000000,3214000000,195000000,14000000,399000000,372000000,4093000000,None,3197000000,399000000,3170000000,3569000000,351000000,679000000,709000000,9602000000,10023000000,412000000,253700000,SPGI
2017-09-30,USD,8714000000,3653000000,2312000000,2312000000,None,1188000000,5061000000,259000000,541000000,4413000000,1421000000,2992000000,0,0,None,153000000,389000000,6660000000,2408000000,170000000,1424000000,0,3568000000,4252000000,None,3568000000,3568000000,3568000000,3568000000,364000000,426000000,839000000,9379000000,10066000000,412000000,255500000,SPGI
2017-06-30,USD,8791000000,3723000000,2384000000,2384000000,None,1166000000,5068000000,264000000,532000000,4424000000,1442000000,2982000000,0,0,None,173000000,380000000,6611000000,2362000000,162000000,1502000000,0,3566000000,4249000000,None,3566000000,3566000000,3566000000,3566000000,325000000,414000000,1019000000,9000000000,9816000000,412000000,257300000,SPGI
2017-03-31,USD,8654000000,3663000000,2411000000,2411000000,None,1108000000,4991000000,265000000,523000000,4434000000,1474000000,2960000000,0,0,None,144000000,292000000,6730000000,2469000000,162000000,1510000000,0,None,4261000000,None,3565000000,None,3565000000,3565000000,349000000,425000000,789000000,8867000000,9509000000,412000000,258200000,SPGI
2016-12-31,USD,8669000000,3671000000,2392000000,2400000000,None,1122000000,4998000000,271000000,537000000,4455000000,1506000000,2949000000,0,0,8000000,149000000,272000000,6888000000,2611000000,183000000,1509000000,0,3564000000,4277000000,None,3594000000,3564000000,3564000000,3564000000,359000000,439000000,650000000,8701000000,9210000000,412000000,258300000,SPGI
2021-09-30,USD,57016670000,585000000,585000000,585000000,None,None,8163346000,45054390000,None,None,None,None,61006836000,7652323000,None,571671000,48207605000,20259196000,1541776000,None,None,None,100000000,18717420000,None,17135668000,100000000,None,17135668000,1441776000,1681752000,32506117000,None,-2107989000,7393000,739323000,PLD
2021-06-30,USD,56441385000,601446000,601446000,601446000,None,None,8310964000,44825709000,None,None,None,None,60767213000,7811448000,None,692072000,47336419000,19960581000,1304539000,None,None,None,16985305000,18656042000,None,16985305000,None,None,16985305000,1304539000,1670737000,32105713000,None,-2363348000,7390000,739020000,PLD
2021-03-31,USD,55732809000,676074000,676074000,676074000,None,None,8062065000,44098341000,None,None,None,None,59758560000,7514840000,None,1055751000,46486144000,19347606000,1192174000,None,None,None,53250000,18155432000,None,16503458000,53250000,None,16503458000,1138924000,1705224000,32008517000,None,-2495343000,7397000,739746000,PLD
