fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2017-12-31,USD,172000000000,41141000000,1342000000,19992000000,7578000000,8221000000,135747000000,13865000000,16172000000,104693000000,48741000000,55952000000,5287000000,7015000000,18650000000,2289000000,3227000000,100141000000,30427000000,4656000000,None,9953000000,6420000000,65814000000,None,33538000000,3546000000,33538000000,6408000000,11115000000,32276000000,71308000000,89425000000,85291000000,464000000,5964000000,PFE
2017-09-30,USD,172000000000,40291000000,2779000000,16925000000,7925000000,None,131860000000,13505000000,15906000000,105799000000,49721000000,56078000000,None,7311000000,14146000000,2158000000,3388000000,111041000000,28217000000,3480000000,None,9448000000,6376000000,83164000000,None,34503000000,3072000000,34503000000,40879000000,10446000000,6388000000,60770000000,89421000000,75043000000,463000000,5951000000,PFE
2017-06-30,USD,169000000000,36385000000,2585000000,14333000000,7584000000,None,132173000000,13386000000,15506000000,106362000000,51348000000,55014000000,None,7008000000,11748000000,1877000000,3466000000,109863000000,27182000000,3439000000,None,9514000000,6442000000,83008000000,None,34191000000,3072000000,34191000000,40633000000,10148000000,6440000000,58368000000,89416000000,74107000000,463000000,5958000000,PFE
2017-03-31,USD,168784000000,35878000000,4057000000,14560000000,7415000000,None,132906000000,13238000000,15050000000,107083000000,52427000000,54656000000,None,7346000000,10503000000,2218000000,3329000000,110038000000,24864000000,3393000000,None,7680000000,4388000000,85485000000,None,36330000000,3292000000,36330000000,40718000000,11143000000,6918000000,58435000000,89414000000,74847000000,463000000,6006000000,PFE
2016-12-31,USD,171615000000,38949000000,2595000000,17850000000,6783000000,8225000000,131537000000,13318000000,14807000000,107097000000,52648000000,54449000000,735000000,7116000000,15255000000,2249000000,3323000000,111776000000,31115000000,4536000000,None,10688000000,6473000000,80660000000,None,31398000000,4225000000,31398000000,31398000000,11023000000,6337000000,59544000000,84364000000,71774000000,461000000,6071000000,PFE
2021-06-30,USD,202221000000,33966000000,16070000000,16070000000,1344000000,13355000000,141901000000,32377000000,37579000000,95436000000,17601000000,77835000000,None,4045000000,4045000000,830000000,8508000000,115480000000,27413000000,None,4947000000,4728000000,4728000000,67938000000,None,0,4728000000,51110000000,55838000000,18317000000,16249000000,86741000000,907000000,40311000000,55174000000,1818000000,DIS
2021-03-31,USD,200250000000,32877000000,15890000000,15890000000,1406000000,12533000000,142199000000,32137000000,36866000000,95984000000,18123000000,77861000000,None,4309000000,4309000000,844000000,8085000000,114710000000,26642000000,None,4919000000,5243000000,5243000000,68100000000,None,0,5243000000,50903000000,56146000000,17062000000,16615000000,85540000000,907000000,39365000000,55000000000,1817000000,DIS
2020-12-31,USD,201888000000,34874000000,17068000000,17068000000,1480000000,14051000000,167014000000,32263000000,36380000000,96442000000,18642000000,77800000000,None,4037000000,4037000000,852000000,8343000000,117817000000,26546000000,None,None,None,5397000000,86614000000,None,52878000000,5397000000,52878000000,58275000000,4303000000,17205000000,84071000000,907000000,38456000000,54663000000,1812000000,DIS
2020-09-30,USD,201549000000,35251000000,17914000000,17914000000,1583000000,12708000000,143102000000,32078000000,35517000000,19173000000,19173000000,77689000000,None,3903000000,3903000000,875000000,8433000000,117966000000,26628000000,12663000000,4629000000,5711000000,5711000000,70634000000,None,58628000000,5711000000,52917000000,58628000000,1213000000,17204000000,83583000000,907000000,38315000000,54497000000,1811000000,DIS
2020-06-30,USD,207649000000,41330000000,23115000000,23115000000,1559000000,12622000000,146696000000,31891000000,34639000000,96822000000,19589000000,77233000000,None,3611000000,3611000000,899000000,8435000000,121783000000,30917000000,None,4408000000,11066000000,10224000000,73803000000,271000000,0,10224000000,54197000000,64730000000,3707000000,15855000000,85866000000,907000000,39004000000,54386000000,1809000000,DIS
2020-03-31,USD,206294000000,33274000000,14339000000,14339000000,1531000000,14532000000,152602000000,32151000000,33713000000,102357000000,22037000000,80320000000,None,3180000000,None,1003000000,8575000000,115887000000,35473000000,None,5527000000,13534000000,12676000000,62770000000,282000000,0,12676000000,42770000000,55764000000,4891000000,16113000000,90407000000,907000000,43721000000,54230000000,1808000000,DIS
2019-12-31,USD,200948000000,27776000000,6833000000,6833000000,1571000000,17100000000,152172000000,31895000000,33057000000,102983000000,22669000000,80314000000,3312000000,3312000000,None,938000000,8443000000,111191000000,34797000000,None,5700000000,10853000000,10018000000,62349000000,252000000,0,10018000000,38057000000,48356000000,5024000000,15928000000,89757000000,907000000,43202000000,53995000000,1805000000,DIS
2019-09-30,USD,193984000000,28124000000,5418000000,5418000000,1649000000,15481000000,62768000000,31603000000,32415000000,23215000000,23215000000,80293000000,302000000,3224000000,None,979000000,4715000000,105107000000,31341000000,13778000000,4722000000,8862000000,8857000000,59791000000,None,46986000000,8857000000,38129000000,46986000000,974000000,13760000000,88877000000,907000000,42494000000,53907000000,1803000000,DIS
2019-06-30,USD,209475000000,31370000000,6728000000,6728000000,1516000000,15673000000,157598000000,31392000000,32088000000,102915000000,25114000000,77801000000,3872000000,3872000000,None,1035000000,4783000000,119003000000,44593000000,None,4730000000,21923000000,21923000000,59629000000,None,0,21923000000,36311000000,58234000000,293000000,10561000000,90472000000,907000000,41382000000,53718000000,1802000000,DIS
2019-03-31,USD,214342000000,34277000000,10108000000,10108000000,1445000000,14593000000,180065000000,31017000000,33132000000,102042000000,26985000000,75057000000,None,4080000000,None,1257000000,5391000000,124404000000,44376000000,None,4281000000,None,19158000000,64524000000,None,37803000000,19158000000,37803000000,56961000000,434000000,12854000000,89938000000,907000000,41212000000,53419000000,1530000000,DIS
2021-08-31,USD,37917000000,26390000000,10720000000,13695000000,6699000000,4341000000,8456000000,4869000000,None,509000000,267000000,242000000,2975000000,None,2975000000,1655000000,3078000000,23574000000,8269000000,2135000000,None,15000000,15000000,12313000000,3360000000,10575000000,0,9415000000,10590000000,5657000000,None,14343000000,None,3886000000,3000000,1581900000,NKE
2021-05-31,USD,37740000000,26291000000,9889000000,13476000000,6854000000,4463000000,8528000000,4904000000,5157000000,511000000,269000000,242000000,3587000000,None,3587000000,1498000000,3113000000,24973000000,9674000000,2836000000,None,2000000,2000000,12344000000,3398000000,9413000000,0,9413000000,9415000000,6369000000,None,12767000000,None,3179000000,3000000,1579300000,NKE
2021-02-28,USD,36185000000,24700000000,8516000000,12528000000,6693000000,3669000000,8620000000,4958000000,None,513000000,271000000,242000000,4012000000,None,4012000000,1810000000,3149000000,24254000000,8894000000,2257000000,None,4000000,4000000,12376000000,3434000000,10320000000,0,9412000000,10324000000,6163000000,11931000000,11931000000,None,2729000000,3000000,1578000000,NKE
2020-11-30,USD,34836000000,23607000000,8635000000,11812000000,6090000000,3713000000,8538000000,4959000000,None,493000000,270000000,223000000,3177000000,None,3177000000,1992000000,3086000000,24196000000,8871000000,2154000000,None,499000000,41000000,12306000000,3354000000,11044000000,458000,9410000000,11085000000,6218000000,None,10640000000,None,1730000000,3000000,1573000000,NKE
2020-08-31,USD,33258000000,21937000000,8148000000,9480000000,6705000000,3813000000,8622000000,4969000000,None,495000000,272000000,223000000,1332000000,None,1332000000,1939000000,3158000000,24034000000,8619000000,1983000000,None,597000000,137000000,12369000000,3420000000,10732000000,1000000,9408000000,10869000000,459000000,None,9224000000,None,927000000,3000000,1561800000,NKE
2020-05-31,USD,31342000000,20556000000,8348000000,8787000000,7367000000,2749000000,8460000000,4866000000,4795000000,497000000,274000000,223000000,439000000,None,439000000,1653000000,3097000000,23287000000,8284000000,2248000000,None,696000000,248000000,12319000000,3358000000,9409000000,3000000,9406000000,9657000000,445000000,None,8055000000,None,-191000000,3000000,1555800000,NKE
2020-02-29,USD,26220000000,15744000000,2863000000,3182000000,5807000000,4473000000,8188000000,4783000000,None,498000000,275000000,223000000,319000000,None,319000000,2282000000,2907000000,17175000000,8280000000,2221000000,None,435000000,9000000,6221000000,3180000000,4013000000,4000000,3463000000,4022000000,422000000,None,9045000000,None,1128000000,3000000,1556300000,NKE
2019-11-30,USD,26602000000,16369000000,3070000000,3502000000,6199000000,4792000000,5169000000,4668000000,None,501000000,277000000,224000000,432000000,None,432000000,1876000000,2882000000,17251000000,8264000000,2627000000,None,306000000,300000000,3462000000,3154000000,3762000000,6000000,3462000000,4062000000,431000000,None,9351000000,None,1577000000,3000000,1560600000,NKE
2019-08-31,USD,26249000000,16228000000,3446000000,3644000000,5835000000,4656000000,5118000000,4615000000,None,503000000,279000000,224000000,198000000,None,198000000,2093000000,2832000000,17049000000,8070000000,2716000000,None,256000000,250000000,3463000000,3102000000,3826000000,6000000,3463000000,4076000000,427000000,None,9200000000,None,1721000000,3000000,1562400000,NKE
2019-05-31,USD,23717000000,16525000000,4466000000,4663000000,5622000000,4272000000,5181000000,4744000000,4725000000,437000000,283000000,154000000,197000000,None,197000000,1968000000,7192000000,14677000000,7866000000,2612000000,None,15000000,9000000,3464000000,None,3470000000,6000000,3464000000,3479000000,341000000,None,9040000000,None,1643000000,3000000,1570400000,NKE
2019-02-28,USD,22921000000,15796000000,3695000000,3695000000,5415000000,4549000000,5125000000,4688000000,None,437000000,283000000,154000000,None,None,351000000,1786000000,7125000000,13960000000,7281000000,2307000000,None,22000000,16000000,3465000000,None,3351000000,6000000,3465000000,3367000000,224000000,None,8961000000,None,1851000000,3000000,1572800000,NKE
2018-11-30,USD,22677000000,15566000000,3423000000,4041000000,5388000000,4346000000,5026000000,4588000000,None,438000000,284000000,154000000,None,None,618000000,1791000000,None,13948000000,7278000000,2574000000,None,15000000,9000000,3466000000,None,3177000000,6000000,3466000000,3186000000,1977000000,None,8729000000,None,1810000000,3000000,1581400000,NKE
2018-08-31,USD,22483000000,15501000000,3282000000,4269000000,5227000000,4330000000,4925000000,4487000000,None,438000000,284000000,154000000,None,None,987000000,1675000000,None,13491000000,6708000000,2333000000,None,19000000,13000000,3467000000,None,3307000000,6000000,3467000000,3320000000,1681000000,None,8992000000,None,2494000000,3000000,1594000000,NKE
2018-05-31,USD,22536000000,15134000000,4249000000,5245000000,5261000000,3498000000,4893000000,4454000000,4437000000,439000000,285000000,154000000,996000000,None,996000000,1130000000,None,12724000000,6040000000,2279000000,None,342000000,336000000,3468000000,None,3474000000,6000000,3468000000,3810000000,677000000,None,9812000000,None,3517000000,3000000,1605500000,NKE
2018-02-28,USD,22552000000,15355000000,3662000000,4751000000,5366000000,3792000000,4719000000,4298000000,None,421000000,282000000,139000000,None,None,1089000000,1446000000,None,12770000000,5783000000,1961000000,None,17000000,11000000,3469000000,None,3333000000,6000000,3469000000,3344000000,3727000000,None,9782000000,None,1078000000,3000000,1623500000,NKE
2017-11-30,USD,24055000000,16582000000,4304000000,6389000000,5326000000,3613000000,4538000000,4117000000,None,421000000,282000000,139000000,None,None,2085000000,1254000000,None,12297000000,6750000000,2141000000,None,1239000000,1229000000,3472000000,None,3476000000,10000000,3472000000,4705000000,3278000000,None,11758000000,None,3301000000,3000000,1627000000,NKE
2017-08-31,USD,23647000000,16192000000,3413000000,5519000000,5211000000,3871000000,4508000000,4086000000,None,422000000,283000000,139000000,None,None,2106000000,1591000000,None,11654000000,6056000000,2116000000,None,342000000,335000000,3472000000,None,3509000000,7000000,3472000000,3844000000,3501000000,None,11993000000,None,3759000000,3000000,1639100000,NKE
2017-05-31,USD,23259000000,16061000000,3808000000,6179000000,5055000000,3677000000,4411000000,3989000000,3969000000,422000000,283000000,139000000,None,None,2371000000,1150000000,None,10852000000,5474000000,2048000000,None,331000000,325000000,3471000000,None,3477000000,6000000,3471000000,3802000000,3011000000,None,12407000000,None,6907000000,3000000,1646700000,NKE
2017-02-28,USD,23152000000,16205000000,4021000000,6160000000,4932000000,3752000000,4215000000,3793000000,None,422000000,283000000,139000000,None,None,2139000000,1361000000,None,10430000000,5271000000,1938000000,None,29000000,23000000,3472000000,None,3478000000,6000000,3472000000,3501000000,3228000000,None,12722000000,None,4095000000,3000000,1653100000,NKE
2016-11-30,USD,22652000000,16011000000,4339000000,5943000000,5033000000,3478000000,3988000000,3566000000,None,422000000,283000000,139000000,None,None,1604000000,1557000000,None,10329000000,5225000000,2033000000,None,64000000,20000000,3473000000,None,3517000000,44000000,3473000000,3537000000,3076000000,None,12323000000,None,3725000000,3000000,1659100000,NKE
2021-09-30,USD,336688000000,55555000000,4768000000,4768000000,19607000000,29516000000,281133000000,218795000000,None,16697000000,16697000000,None,986000000,45641000000,45641000000,1664000000,16697000000,169182000000,61856000000,None,None,12966000000,12966000000,107326000000,None,43639000000,12966000000,None,56605000000,1633000000,20559000000,160589000000,225771000000,386952000000,16104000000,4234000000,XOM
2021-06-30,USD,337289000000,52842000000,3465000000,3465000000,19275000000,28540000000,284447000000,223012000000,None,16661000000,16661000000,None,594000000,44774000000,44774000000,1562000000,16661000000,171733000000,62238000000,None,None,15293000000,15293000000,109495000000,None,45319000000,15293000000,None,60612000000,1165000000,20545000000,158571000000,225771000000,383922000000,16006000000,4234000000,XOM
2021-03-31,USD,333770000000,48195000000,3515000000,3515000000,18357000000,24755000000,285575000000,224641000000,None,16753000000,16753000000,None,208000000,44181000000,44181000000,1568000000,16753000000,169669000000,60150000000,None,None,18185000000,18185000000,109519000000,None,45137000000,18185000000,None,63322000000,948000000,21155000000,156974000000,225773000000,382953000000,15884000000,4234000000,XOM
2020-12-31,USD,332750000000,44893000000,4364000000,4364000000,18850000000,20581000000,287857000000,227553000000,277769000000,16789000000,16789000000,None,38778000000,143000000,43515000000,1098000000,16789000000,168620000000,56363000000,25337000000,None,20458000000,17528000000,122815000000,1680000000,15960000000,2930000000,None,33488000000,241000000,21242000000,157150000000,225776000000,383943000000,15688000000,4233000000,XOM
2020-09-30,USD,358043000000,48693000000,8832000000,8832000000,17885000000,19974000000,309350000000,250496000000,None,15245000000,15245000000,None,107000000,43609000000,43609000000,2002000000,15245000000,173431000000,56468000000,None,None,21911000000,21911000000,116963000000,None,46888000000,21911000000,None,68799000000,1217000000,20025000000,177400000000,226136000000,407728000000,15997000000,4228000000,XOM
2020-06-30,USD,361495000000,53016000000,12576000000,12576000000,19657000000,19036000000,308479000000,250524000000,None,None,None,None,165000000,43192000000,None,1747000000,14763000000,174342000000,57270000000,None,None,22952000000,22952000000,117072000000,None,46563000000,22952000000,None,69515000000,1102000000,19612000000,180183000000,226136000000,412124000000,15812000000,4228000000,XOM
2020-03-31,USD,355804000000,50249000000,11412000000,11412000000,16501000000,20871000000,305555000000,248409000000,None,None,None,None,171000000,42981000000,None,1465000000,14165000000,167061000000,64773000000,None,None,27755000000,27755000000,102288000000,None,31857000000,27755000000,None,59612000000,1203000000,19631000000,182079000000,226137000000,416919000000,15636000000,4228000000,XOM
2019-12-31,USD,362597000000,50052000000,3089000000,3089000000,18528000000,26966000000,312545000000,253018000000,233684000000,None,None,None,37935000000,190000000,None,1469000000,16363000000,163659000000,63989000000,31705000000,None,20578000000,18877000000,109949000000,1670000000,9450000000,1617000000,None,28327000000,14190000000,21416000000,191650000000,225835000000,421341000000,15637000000,4234000000,XOM
2019-09-30,USD,359361000000,50008000000,5351000000,5351000000,17590000000,25308000000,309353000000,250512000000,None,None,None,None,80000000,42920000000,None,1759000000,15921000000,162252000000,64195000000,None,None,21196000000,21196000000,71544000000,None,25950000000,21196000000,None,47146000000,2458000000,21997000000,189915000000,225970000000,419367000000,15795000000,4231000000,XOM
2019-06-30,USD,360729000000,51743000000,4213000000,4213000000,18835000000,27132000000,308986000000,250853000000,None,None,None,None,39000000,42533000000,None,1563000000,15600000000,162264000000,70287000000,None,None,26195000000,26195000000,91977000000,None,19001000000,26195000000,None,45196000000,2612000000,22127000000,191377000000,225970000000,419913000000,15639000000,4231000000,XOM
2019-03-31,USD,356189000000,51576000000,4586000000,4586000000,18332000000,27105000000,304613000000,248563000000,None,None,None,None,24000000,42068000000,None,1553000000,13982000000,158168000000,66632000000,None,None,21794000000,21794000000,91536000000,None,17730000000,21794000000,None,40825000000,2761000000,20737000000,191222000000,225970000000,420498000000,15476000000,4231000000,XOM
2018-12-31,USD,346196000000,47973000000,3042000000,3042000000,18958000000,24701000000,298223000000,247101000000,230089000000,None,None,None,26382000000,26382000000,None,1272000000,10332000000,147668000000,57138000000,27125000000,None,17258000000,13188000000,101715000000,None,7313000000,4070000000,None,20501000000,15537000000,18094000000,191794000000,225553000000,421653000000,15258000000,4237000000,XOM
2018-09-30,USD,354628000000,53975000000,5669000000,5669000000,18761000000,27880000000,300653000000,249153000000,None,None,None,None,104000000,40427000000,None,1665000000,11073000000,157797000000,65288000000,None,None,19413000000,19413000000,92509000000,None,19275000000,None,None,40037000000,4409000000,18728000000,190365000000,225674000000,419155000000,15254000000,4234000000,XOM
2018-06-30,USD,348790000000,50555000000,3430000000,3430000000,18483000000,26993000000,298235000000,248209000000,None,None,None,None,98000000,39691000000,None,1649000000,10335000000,155257000000,62447000000,None,None,20500000000,20500000000,92810000000,None,19282000000,41220000000,None,41220000000,3697000000,19228000000,187222000000,225673000000,416418000000,15086000000,4234000000,XOM
2018-03-31,USD,348826000000,48315000000,4125000000,4125000000,18048000000,24686000000,300511000000,250352000000,None,None,None,None,None,40350000000,None,1456000000,9809000000,153915000000,60306000000,None,None,19836000000,19836000000,93609000000,None,20781000000,40617000000,None,40617000000,3263000000,19554000000,188195000000,225671000000,415970000000,14888000000,4234000000,XOM
2017-12-31,USD,348691000000,47134000000,3177000000,3177000000,16992000000,25597000000,301557000000,252630000000,224555000000,None,None,None,24528000000,24528000000,None,1368000000,9767000000,154191000000,57771000000,28032000000,None,17930000000,13164000000,108348000000,None,9991000000,4766000000,23100000000,23155000000,9642000000,19215000000,187688000000,225246000000,414540000000,14656000000,4239000000,XOM
2017-09-30,USD,349427000000,45752000000,4266000000,4266000000,16743000000,23263000000,303675000000,255556000000,None,None,None,None,None,37649000000,None,1480000000,10470000000,160229000000,53777000000,None,None,15741000000,15741000000,106452000000,None,24869000000,40610000000,23523000000,40610000000,3338000000,21276000000,182276000000,225305000000,409449000000,14783000000,4237000000,XOM
2017-06-30,USD,343012000000,42180000000,4042000000,4042000000,15305000000,21289000000,300832000000,252987000000,None,None,None,None,None,37719000000,None,1544000000,10126000000,157174000000,50949000000,None,None,17185000000,17185000000,106225000000,None,24750000000,41935000000,23531000000,41935000000,2664000000,21158000000,179178000000,225305000000,408768000000,14617000000,4237000000,XOM
2017-03-31,USD,344209000000,43131000000,4897000000,4897000000,14873000000,21842000000,301078000000,253147000000,None,None,None,None,None,38268000000,None,1519000000,9663000000,160438000000,53374000000,None,None,18483000000,18483000000,107064000000,None,25124000000,18483000000,23907000000,43607000000,2822000000,21409000000,177151000000,225292000000,408707000000,14415000000,4237000000,XOM
2016-12-31,USD,330314000000,41416000000,3657000000,3657000000,15080000000,21394000000,288898000000,244224000000,209691000000,None,None,None,20964000000,20964000000,None,1285000000,9572000000,156484000000,47638000000,23792000000,None,13830000000,10870000000,108846000000,None,12703000000,2960000000,27700000000,23573000000,8644000000,20069000000,167325000000,230424000000,407831000000,12157000000,4148000000,XOM
2021-09-30,DKK,174084000000,91213000000,29493000000,29493000000,18899000000,None,82871000000,52863000000,None,20526000000,20526000000,None,None,1778000000,5897000000,1472000000,332000000,107972000000,88328000000,None,None,None,1350000000,19644000000,None,12398000000,1350000000,None,13748000000,78101000000,None,66112000000,-4000000,67914000000,462000000,2297300000,NVO
2021-06-30,DKK,158095000000,77146000000,24229000000,24229000000,18822000000,None,80949000000,52076000000,None,20272000000,20272000000,None,None,1839000000,2987000000,885000000,413000000,92536000000,72798000000,None,None,None,1301000000,19738000000,None,12463000000,1301000000,None,13764000000,63881000000,None,65559000000,-3000000,67179000000,462000000,2306300000,NVO
2021-03-31,USD,141387000000,61389000000,5683000000,5683000000,18653000000,None,79998000000,51429000000,None,20357000000,20357000000,None,None,1749000000,1983000000,1153000000,551000000,82891000000,72384000000,None,None,None,6823000000,10507000000,None,2832000000,6823000000,None,9655000000,58761000000,None,58496000000,-9000000,60297000000,470000000,2315600000,NVO
2020-12-31,USD,144922000000,65809000000,12757000000,12757000000,18536000000,None,79113000000,50269000000,None,20657000000,20657000000,None,None,1648000000,None,2332000000,674000000,81597000000,70273000000,None,None,None,7459000000,11324000000,3672000000,None,6684000000,None,10356000000,57097000000,None,63325000000,-8000000,63774000000,470000000,2329000000,NVO
2020-09-30,USD,139947000000,73667000000,25480000000,25480000000,18105000000,None,66280000000,49925000000,None,9415000000,9415000000,None,None,1633000000,None,1688000000,562000000,80374000000,70948000000,None,None,None,1468000000,9426000000,None,2636000000,1468000000,None,4104000000,63357000000,None,59573000000,-5000000,59850000000,470000000,2335100000,NVO
2020-06-30,USD,136121000000,73579000000,24874000000,24874000000,17809000000,None,62542000000,50502000000,None,5785000000,5785000000,None,None,1850000000,None,750000000,51139000000,76067000000,67284000000,None,None,None,1408000000,8783000000,None,2735000000,1408000000,None,4143000000,56915000000,None,60054000000,-3000000,60014000000,470000000,2344900000,NVO
2020-03-31,USD,126256000000,63193000000,9765000000,9765000000,17261000000,None,63063000000,50863000000,None,5838000000,5838000000,None,None,1725000000,None,598000000,708000000,71857000000,63187000000,None,None,None,None,8670000000,None,2866000000,1244000000,None,4110000000,56599000000,None,54399000000,-11000000,54854000000,480000000,2348800000,NVO
2019-12-31,USD,125612000000,62456000000,15475000000,15475000000,17641000000,None,63156000000,50551000000,0,5835000000,5835000000,0,None,1808000000,0,188000000,841000000,68019000000,58983000000,None,None,None,659000000,9036000000,3824000000,0,659000000,None,4483000000,20824000000,0,57593000000,-10000000,57817000000,480000000,2368800000,NVO
2019-09-30,USD,124908000000,63400000000,18757000000,18757000000,17509000000,None,61508000000,50300000000,0,5033000000,5033000000,0,None,2062000000,0,612000000,61508000000,71955000000,63087000000,None,None,None,1416000000,8868000000,0,2927000000,1416000000,None,4343000000,16232000000,0,52953000000,-7000000,53721000000,480000000,2373200000,NVO
2019-06-30,USD,117909000000,58720000000,14457000000,14457000000,17129000000,None,59189000000,48204000000,0,5900000000,5900000000,0,None,2098000000,0,134000000,59189000000,64824000000,56595000000,None,None,None,1255000000,8229000000,0,2977000000,1255000000,None,4232000000,14746000000,0,53085000000,-5000000,53558000000,480000000,2383500000,NVO
2019-03-31,USD,110135000000,52734000000,9055000000,9055000000,16838000000,None,57401000000,47350000000,0,5302000000,5302000000,0,None,1706000000,0,281000000,57401000000,62816000000,54760000000,None,None,None,0,8056000000,0,3204000000,1114000000,None,4318000000,16993000000,0,47319000000,-13000000,48584000000,490000000,2394600000,NVO
2018-12-31,USD,110769000000,59067000000,15638000000,15638000000,16336000000,None,51702000000,3579443.82,0,5145000000,5145000000,0,None,151496.83,0,17431.11,0,58930000000,54164000000,None,None,None,0,4766000000,0,0,0,None,515000000,923677.82,0,4429466.67,-259460.12,53406000000,41868.84,2414100000,NVO
2018-09-30,USD,101895000000,54135000000,16401000000,16401000000,15922000000,None,47760000000,6141985372.90,0,715827393.98,715827393.98,0,None,239747830,0,37887610.44,0,54383000000,49425000000,None,None,None,337000000,4958000000,0,0,0,None,337000000,6869769102.96,0,7377525193.71,0,49007000000,76085775.07,2419200000,NVO
2018-06-30,USD,103248000000,57502000000,18393000000,18393000000,16134000000,None,45746000000,5931022633.20,0,655566142.36,655566142.36,0,None,237578294.62,0,100435794.50,0,54167000000,49179000000,None,None,None,247000000,4988000000,0,0,0,None,247000000,6732478405.52,0,7666390715.55,0,50671000000,76537386.17,2430900000,NVO
2018-03-31,USD,93558000000,49915000000,10513000000,10513000000,15867000000,None,43643000000,5967334401.27,None,666358396.78,666358396.78,0,None,257625551.17,0,367281555,None,49320000000,44168000000,None,None,None,37652965.17,5152000000,None,0,37652965.17,None,228000000,6576552771.95,None,7305666110.68,-381153.70,43652000000,82572292.04,2442300000,NVO
2017-12-31,USD,102355000000,60080000000,18852000000,18852000000,15373000000,None,42275000000,5691150000,None,3325000000,3325000000,None,None,1762000000,None,764052000,None,52540000000,47056000000,None,None,None,1694000000,5484000000,None,None,1694000000,None,1694000000,5733616000,None,8043369000,-1776000,48977000000,80732000,2465600000,NVO
2017-09-30,USD,97891000000,57094000000,19134000000,19134000000,15230000000,None,40797000000,5259163000,None,415139000,415139000,None,None,2213000000,3000000,877585000,None,50945000000,45127000000,None,None,None,260000000,5818000000,None,None,260000000,None,260000000,5520154000,None,7452811000,-1270000,45262000000,79376000,2469400000,NVO
2017-06-30,USD,97825000000,58974000000,21327000000,21327000000,15028000000,None,38851000000,4894250000,None,406268000,406268000,None,None,2002000000,3000000,805784000,None,49389000000,43824000000,None,None,None,1683000000,5565000000,None,None,1683000000,None,1683000000,5245726000,None,7434079000,-767000,47014000000,76741000,2484100000,NVO
2017-03-31,USD,94213000000,55648000000,16763000000,16763000000,15044000000,None,38565000000,4472764000,None,398573000,398573000,None,None,2040000000,1003000000,837996000,None,53912000000,48903000000,None,None,None,613000000,5009000000,None,None,613000000,None,613000000,5775643000,None,5796787000,-1870000,40739000000,73357000,2500000000,NVO
2016-12-31,USD,97539000000,59766000000,18690000000,18690000000,14341000000,None,37773000000,4283018000,None,2714000000,2714000000,None,None,2197000000,2009000000,417246000,None,52270000000,47436000000,None,None,None,229000000,4834000000,None,None,229000000,None,229000000,5282279000,None,6424598000,-1277000,46111000000,72379000,2517100000,NVO
2016-09-30,USD,87340000000,51576000000,14537000000,14537000000,14252000000,None,35764000000,4260140000,None,430044000,430044000,None,None,2001000000,2042000000,681067000,None,46013000000,41592000000,None,None,None,456000000,4421000000,None,None,456000000,None,456000000,4747392000,None,6238132000,-906000,41056000000,76982000,2530900000,NVO
2021-08-31,USD,122924000000,47117000000,23059000000,39310000000,None,4482000000,75807000000,7610000000,None,46043000000,2181000000,43862000000,16251000000,None,16251000000,3325000000,8763000000,140651000000,23071000000,749000000,21568000000,6748000000,6748000000,100983000000,None,82718000000,6748000000,75970000000,82718000000,4093000000,5050000000,-1541000000,None,-25679000000,25534000000,2743000000,ORCL
2021-05-31,USD,131107000000,55567000000,30098000000,46554000000,142000000,5409000000,75540000000,7049000000,8751000000,46365000000,2430000000,43935000000,33445000000,None,16456000000,3604000000,8490000000,125869000000,24164000000,745000000,18908000000,8250000000,8250000000,100991000000,None,328938000000,8250000000,75995000000,84245000000,4377000000,4787000000,5238000000,None,-20120000000,26533000000,2814000000,ORCL
2021-02-28,USD,118109000000,43744000000,22321000000,35864000000,None,4637000000,74365000000,6816000000,None,46708000000,2754000000,43954000000,13543000000,None,13543000000,3243000000,7116000000,109209000000,20250000000,812000000,17516000000,5758000000,5758000000,88222000000,None,69299000000,5758000000,63541000000,69299000000,3908000000,4473000000,8900000000,None,-16206000000,26261000000,2895000000,ORCL
2020-11-30,USD,110014000000,46251000000,28001000000,38593000000,None,4423000000,63763000000,6627000000,None,46938000000,3061000000,43877000000,10592000000,None,10592000000,3235000000,6797000000,102097000000,21347000000,724000000,17436000000,7251000000,7251000000,80051000000,None,70782000000,7251000000,63531000000,70782000000,3890000000,4306000000,7917000000,None,-17095000000,26298000000,2952000000,ORCL
